hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,65,2015,July,29,17,2,6,2,0,0,HB,ESP,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,167,1,2,Check-Out,7/25/2015
Resort Hotel,0,99,2015,July,29,17,2,6,3,0,0,BB,FRA,Direct,Direct,H,H,0,No Deposit,250,Transient,210,0,1,Check-Out,7/25/2015
Resort Hotel,0,25,2015,July,29,17,3,7,2,0,0,HB,ESP,Direct,Direct,F,F,1,No Deposit,NULL,Transient,194.9,0,2,Check-Out,7/27/2015
Resort Hotel,0,92,2015,July,29,17,1,2,2,0,0,BB,MOZ,Online TA,TA/TO,A,A,3,No Deposit,240,Transient,103.5,1,3,Check-Out,7/20/2015
Resort Hotel,0,91,2015,July,29,17,1,2,2,1,0,BB,BWA,Online TA,TA/TO,A,A,3,No Deposit,240,Transient,118.5,0,3,Check-Out,7/20/2015
Resort Hotel,0,38,2015,July,29,17,1,2,2,1,0,HB,PRT,Online TA,TA/TO,E,E,1,No Deposit,240,Transient,192,0,1,Check-Out,7/20/2015
Resort Hotel,0,6,2015,July,29,17,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,142,Contract,128.27,0,0,Check-Out,7/20/2015
Resort Hotel,0,38,2015,July,29,17,1,2,2,0,0,BB,ESP,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,0,Check-Out,7/20/2015
Resort Hotel,0,13,2015,July,29,17,1,2,2,0,0,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,126.3,0,2,Check-Out,7/20/2015
Resort Hotel,1,32,2015,July,29,17,1,2,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,154,0,0,Canceled,6/24/2015
Resort Hotel,0,315,2015,July,29,17,1,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,A,D,0,No Deposit,171,Transient,96.3,0,0,Check-Out,7/20/2015
Resort Hotel,0,8,2015,July,29,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,A,D,0,No Deposit,240,Transient,126.3,0,2,Check-Out,7/20/2015
Resort Hotel,1,0,2015,July,29,17,0,1,2,0,0,BB,PRT,Direct,Direct,L,C,0,No Deposit,NULL,Transient,136,0,0,Canceled,7/17/2015
Resort Hotel,0,91,2015,July,29,17,1,2,2,1,0,BB,MOZ,Online TA,TA/TO,A,A,4,No Deposit,240,Transient,118.5,0,3,Check-Out,7/20/2015
Resort Hotel,0,3,2015,July,29,17,1,2,2,0,0,BB,ESP,Online TA,TA/TO,A,C,0,No Deposit,240,Transient,116.33,1,1,Check-Out,7/20/2015
Resort Hotel,0,9,2015,July,29,17,2,2,3,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Transient,164,0,1,Check-Out,7/21/2015
Resort Hotel,0,19,2015,July,29,18,2,1,2,0,0,BB,ESP,Online TA,TA/TO,D,F,0,No Deposit,240,Transient,147.67,0,2,Check-Out,7/21/2015
Resort Hotel,0,25,2015,July,29,18,2,4,2,0,0,BB,PRT,Direct,Direct,E,E,0,No Deposit,250,Transient,145,0,0,Check-Out,7/24/2015
Resort Hotel,0,108,2015,July,29,18,2,4,2,1,0,HB,LUX,Online TA,TA/TO,A,A,1,No Deposit,240,Transient,147,1,2,Check-Out,7/24/2015
Resort Hotel,1,37,2015,July,29,18,2,4,2,2,0,HB,PRT,Online TA,TA/TO,C,C,0,No Deposit,242,Transient,168.3,0,0,Canceled,7/18/2015
Resort Hotel,0,45,2015,July,29,18,2,5,2,0,0,HB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,167,0,0,Check-Out,7/25/2015
Resort Hotel,0,64,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,E,E,0,No Deposit,NULL,Transient,137.75,1,1,Check-Out,7/25/2015
Resort Hotel,0,44,2015,July,29,18,2,2,2,0,0,BB,PRT,Direct,Direct,E,E,1,No Deposit,250,Transient,145,0,0,Check-Out,7/22/2015
Resort Hotel,0,26,2015,July,29,18,2,2,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,132.6,1,0,Check-Out,7/22/2015
Resort Hotel,1,96,2015,July,29,18,2,2,2,0,0,HB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,147,0,0,Canceled,4/29/2015
Resort Hotel,1,123,2015,July,29,18,2,2,2,0,1,BB,PRT,Online TA,TA/TO,E,E,1,No Deposit,240,Transient,157,0,2,Canceled,6/4/2015
Resort Hotel,1,42,2015,July,29,18,2,3,2,2,0,BB,PRT,Online TA,TA/TO,H,H,0,No Deposit,240,Transient,210,0,0,Canceled,6/11/2015
Resort Hotel,0,59,2015,July,29,18,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,8,Contract,132.5,0,0,Check-Out,7/23/2015
Resort Hotel,0,28,2015,July,29,18,2,3,2,0,0,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,241,Transient,98.02,0,1,Check-Out,7/23/2015
Resort Hotel,0,106,2015,July,29,18,2,3,2,1,1,BB,PRT,Direct,Direct,C,C,0,No Deposit,NULL,Transient,126,0,2,Check-Out,7/23/2015
Resort Hotel,0,1,2015,July,29,18,0,1,2,0,0,BB,PRT,Direct,Direct,D,D,0,No Deposit,NULL,Transient,173,0,1,Check-Out,7/19/2015
Resort Hotel,0,0,2015,July,29,18,0,1,2,2,0,FB,PRT,Direct,Direct,C,C,0,No Deposit,NULL,Transient,249,0,0,Check-Out,7/19/2015
Resort Hotel,0,4,2015,July,29,18,1,1,1,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,186.5,0,0,Check-Out,7/20/2015
Resort Hotel,0,3,2015,July,29,18,2,1,1,0,0,BB,CN,Direct,Direct,D,E,0,No Deposit,NULL,Transient,95,0,1,Check-Out,7/21/2015
Resort Hotel,0,73,2015,July,29,18,2,5,2,1,0,FB,PRT,Direct,Direct,D,D,0,No Deposit,NULL,Transient,241.5,0,2,Check-Out,7/25/2015
Resort Hotel,0,44,2015,July,29,18,2,5,2,0,0,HB,ESP,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,177,1,0,Check-Out,7/25/2015
Resort Hotel,0,95,2015,July,29,18,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,5,Transient,153.73,1,0,Check-Out,7/25/2015
Resort Hotel,0,94,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,A,D,0,No Deposit,250,Transient,115,0,1,Check-Out,7/25/2015
Resort Hotel,1,40,2015,July,29,18,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,196,Transient,127.03,0,2,Canceled,6/24/2015
Resort Hotel,0,64,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,D,D,0,No Deposit,NULL,Transient,128.25,0,1,Check-Out,7/25/2015
Resort Hotel,0,64,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,D,D,0,No Deposit,NULL,Transient,128.25,0,1,Check-Out,7/25/2015
Resort Hotel,0,94,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,A,D,0,No Deposit,250,Transient,115,0,1,Check-Out,7/25/2015
Resort Hotel,0,57,2015,July,29,18,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,196,Transient,135,0,1,Check-Out,7/26/2015
Resort Hotel,1,60,2015,July,29,18,2,6,2,0,0,HB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,167,0,0,Canceled,6/1/2015
Resort Hotel,0,57,2015,July,29,18,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,196,Transient,135,0,1,Check-Out,7/26/2015
Resort Hotel,0,87,2015,July,29,18,4,10,2,0,0,BB,IRL,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,124.5,0,0,Check-Out,8/1/2015
Resort Hotel,0,0,2015,July,30,19,1,0,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Transient,98,0,0,Check-Out,7/20/2015
Resort Hotel,0,0,2015,July,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Group,98,1,0,Check-Out,7/20/2015
Resort Hotel,0,6,2015,July,30,19,1,0,2,0,0,BB,NLD,Direct,Direct,D,D,0,No Deposit,250,Transient,135,0,0,Check-Out,7/20/2015
Resort Hotel,0,0,2015,July,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,NULL,Group,88.2,0,0,Check-Out,7/20/2015
Resort Hotel,0,19,2015,July,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,120.6,1,1,Check-Out,7/20/2015
Resort Hotel,0,4,2015,July,30,19,2,0,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,154.5,1,2,Check-Out,7/21/2015
Resort Hotel,1,59,2015,July,30,19,2,1,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,145,0,0,Canceled,5/23/2015
Resort Hotel,0,44,2015,July,30,19,2,2,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Transient,92,0,0,Check-Out,7/23/2015
Resort Hotel,1,37,2015,July,30,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,154,0,0,Canceled,6/29/2015
Resort Hotel,0,66,2015,July,30,19,2,3,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Transient,115,0,1,Check-Out,7/24/2015
Resort Hotel,1,38,2015,July,30,19,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,5,Transient,110.53,0,0,Canceled,6/19/2015
Resort Hotel,1,62,2015,July,30,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,261,Transient,158.5,0,1,Canceled,6/17/2015
Resort Hotel,0,41,2015,July,30,19,2,5,2,2,0,HB,ESP,Online TA,TA/TO,C,C,0,No Deposit,241,Transient,131.37,0,1,Check-Out,7/26/2015
Resort Hotel,1,60,2015,July,30,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,117.71,0,0,Canceled,5/27/2015
Resort Hotel,0,104,2015,July,30,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,115,Contract,123,0,1,Check-Out,7/26/2015
Resort Hotel,1,62,2015,July,30,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,261,Transient,158.5,0,1,Canceled,6/17/2015
Resort Hotel,0,117,2015,July,30,19,2,5,2,0,0,BB,RUS,Online TA,TA/TO,A,A,1,No Deposit,240,Transient,117.84,0,2,Check-Out,7/26/2015
Resort Hotel,1,31,2015,July,30,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,154,0,0,Canceled,6/19/2015
Resort Hotel,0,34,2015,July,30,19,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,D,D,0,No Deposit,156,Transient,116.85,0,0,Check-Out,7/26/2015
Resort Hotel,0,47,2015,July,30,19,2,4,2,1,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,241,Transient,129.16,0,1,Check-Out,7/25/2015
Resort Hotel,1,24,2015,July,30,19,2,4,2,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,214,0,0,Canceled,6/29/2015
Resort Hotel,1,104,2015,July,30,19,2,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,115,0,2,Canceled,7/2/2015
Resort Hotel,0,104,2015,July,30,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,115,Contract,123,0,1,Check-Out,7/26/2015
Resort Hotel,0,32,2015,July,30,19,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,D,D,0,No Deposit,156,Transient,123,0,0,Check-Out,7/26/2015
Resort Hotel,1,47,2015,July,30,19,3,5,2,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,195,0,0,Canceled,7/14/2015
Resort Hotel,0,29,2015,July,30,19,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,C,C,0,No Deposit,142,Contract,135.2,0,0,Check-Out,7/29/2015
Resort Hotel,0,30,2015,July,30,19,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,243,Transient,123,0,2,Check-Out,8/2/2015
Resort Hotel,0,123,2015,July,30,19,2,4,2,0,1,BB,ESP,Online TA,TA/TO,E,E,2,No Deposit,240,Transient,130.5,0,1,Check-Out,7/25/2015
Resort Hotel,0,14,2015,July,30,20,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,A,C,0,No Deposit,104,Transient,123,0,0,Check-Out,7/21/2015
Resort Hotel,1,118,2015,July,30,20,1,2,2,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,179.1,0,2,Canceled,5/13/2015
Resort Hotel,0,0,2015,July,30,20,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,A,I,0,No Deposit,5,Transient,0,0,0,Check-Out,7/20/2015
Resort Hotel,0,0,2015,July,30,20,0,0,2,0,0,BB,PRT,Online TA,TA/TO,A,I,0,No Deposit,241,Transient,0,0,1,Check-Out,7/20/2015
Resort Hotel,0,79,2015,July,30,20,1,3,2,0,1,BB,PRT,Online TA,TA/TO,A,C,0,No Deposit,240,Transient,115,0,3,Check-Out,7/24/2015
Resort Hotel,0,63,2015,July,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,240,Transient,115,0,0,Check-Out,7/24/2015
Resort Hotel,0,68,2015,July,30,20,1,3,2,0,0,BB,POL,Online TA,TA/TO,A,C,3,No Deposit,240,Transient,103.5,1,2,Check-Out,7/24/2015
Resort Hotel,0,96,2015,July,30,20,1,3,2,0,0,HB,PRT,Direct,Direct,A,A,0,No Deposit,250,Transient,157,1,0,Check-Out,7/24/2015
Resort Hotel,1,41,2015,July,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,1,Canceled,6/15/2015
Resort Hotel,0,46,2015,July,30,20,1,3,2,0,0,BB,NOR,Online TA,TA/TO,E,E,0,No Deposit,241,Transient,111.65,0,0,Check-Out,7/24/2015
Resort Hotel,1,41,2015,July,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,1,Canceled,6/15/2015
Resort Hotel,1,60,2015,July,30,20,1,4,2,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,195,0,0,Canceled,6/17/2015
Resort Hotel,0,41,2015,July,30,20,1,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,175,Transient,104,0,0,Check-Out,7/25/2015
Resort Hotel,1,69,2015,July,30,20,1,4,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,0,Canceled,6/8/2015
Resort Hotel,1,41,2015,July,30,20,1,5,2,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,214,0,1,Canceled,6/22/2015
Resort Hotel,0,52,2015,July,30,20,1,5,2,0,0,HB,PRT,Direct,Direct,A,D,0,No Deposit,250,Transient,133.17,0,0,Check-Out,7/26/2015
Resort Hotel,1,41,2015,July,30,20,1,5,2,0,0,BB,PRT,Online TA,TA/TO,D,D,1,No Deposit,240,Transient,141.33,0,1,Canceled,6/22/2015
Resort Hotel,0,89,2015,July,30,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,E,E,0,No Deposit,241,Transient,121.01,0,1,Check-Out,7/27/2015
Resort Hotel,1,28,2015,July,30,20,2,5,2,1,0,FB,PRT,Direct,Direct,F,F,0,No Deposit,NULL,Transient,240.64,0,0,Canceled,7/20/2015
Resort Hotel,0,65,2015,July,30,20,2,5,2,2,0,BB,GBR,Online TA,TA/TO,C,C,0,No Deposit,105,Transient,167.5,0,0,Check-Out,7/27/2015
Resort Hotel,0,82,2015,July,30,20,2,5,2,0,1,HB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,152.43,0,3,Check-Out,7/27/2015
Resort Hotel,0,42,2015,July,30,20,2,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,175,Transient,148.34,0,0,Check-Out,7/27/2015
Resort Hotel,0,62,2015,July,30,20,2,5,2,0,0,HB,ESP,Online TA,TA/TO,D,D,1,No Deposit,240,Transient,167,0,1,Check-Out,7/27/2015
Resort Hotel,1,86,2015,July,30,20,2,5,2,1,0,HB,PRT,Direct,Direct,A,A,1,No Deposit,250,Transient,172.93,0,1,Canceled,5/11/2015
Resort Hotel,1,118,2015,July,30,20,2,5,2,0,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,179.1,0,1,Canceled,4/23/2015
Resort Hotel,0,28,2015,July,30,20,2,5,2,1,0,FB,PRT,Offline TA/TO,TA/TO,F,F,0,No Deposit,15,Transient,192.5,0,1,Check-Out,7/27/2015
Resort Hotel,1,52,2015,July,30,20,3,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,142,Transient,92,0,0,Canceled,6/2/2015
Resort Hotel,1,49,2015,July,30,20,3,6,2,0,0,FB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,15,Transient,111.2,0,0,Canceled,6/1/2015
Resort Hotel,0,39,2015,July,30,20,3,7,2,1,0,HB,PRT,Offline TA/TO,TA/TO,D,D,1,No Deposit,142,Transient,141.6,0,1,Check-Out,7/30/2015
Resort Hotel,0,39,2015,July,30,20,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,142,Transient,141.6,0,1,Check-Out,7/30/2015
Resort Hotel,0,39,2015,July,30,20,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,142,Transient,141.6,0,1,Check-Out,7/30/2015
Resort Hotel,1,7,2015,July,30,20,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,196,Transient,200,0,0,Canceled,7/14/2015
Resort Hotel,1,7,2015,July,30,20,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,196,Transient,200,0,0,Canceled,7/14/2015
Resort Hotel,1,42,2015,July,30,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,157,0,0,Canceled,7/8/2015
Resort Hotel,0,5,2015,July,30,21,0,2,1,0,0,BB,PRT,Corporate,Corporate,A,F,0,No Deposit,NULL,Transient,99.5,0,0,Check-Out,7/23/2015
Resort Hotel,1,81,2015,July,30,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,115,0,2,Canceled,6/1/2015
Resort Hotel,1,63,2015,July,30,21,0,4,2,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,195,0,0,Canceled,6/19/2015
Resort Hotel,0,61,2015,July,30,21,0,4,2,0,0,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,240,Transient,103.5,0,0,Check-Out,7/25/2015
Resort Hotel,0,8,2015,July,30,21,0,5,3,0,0,BB,PRT,Direct,Direct,G,G,1,No Deposit,250,Transient,207,1,0,Check-Out,7/26/2015
Resort Hotel,0,89,2015,July,30,21,1,5,3,0,0,BB,PRT,Direct,Direct,A,D,0,No Deposit,250,Transient,163.33,1,1,Check-Out,7/27/2015
Resort Hotel,0,57,2015,July,30,21,2,5,2,0,0,HB,IRL,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,151.86,0,0,Check-Out,7/28/2015
Resort Hotel,0,102,2015,July,30,21,2,5,3,0,0,BB,CHE,Offline TA/TO,TA/TO,A,D,0,No Deposit,6,Transient,95.57,0,1,Check-Out,7/28/2015
Resort Hotel,0,108,2015,July,30,21,2,6,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,112.05,0,1,Check-Out,7/29/2015
Resort Hotel,0,28,2015,July,30,21,2,7,2,1,0,BB,IRL,Direct,Direct,E,E,0,No Deposit,250,Transient,160,0,1,Check-Out,7/30/2015
Resort Hotel,0,29,2015,July,30,21,2,8,2,0,0,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,241,Transient,103.18,0,1,Check-Out,7/31/2015
Resort Hotel,0,0,2015,July,30,22,0,1,2,0,0,BB,ESP,Direct,Direct,E,E,0,No Deposit,NULL,Transient,153,1,0,Check-Out,7/23/2015
Resort Hotel,1,96,2015,July,30,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,119.75,0,1,Canceled,4/22/2015
Resort Hotel,1,44,2015,July,30,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,1,Canceled,6/9/2015
Resort Hotel,0,44,2015,July,30,22,0,4,2,1,0,HB,FRA,Online TA,TA/TO,D,D,1,No Deposit,242,Transient,167.69,0,1,Check-Out,7/26/2015
Resort Hotel,1,44,2015,July,30,22,0,4,2,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,195,0,1,Canceled,6/9/2015
Resort Hotel,1,44,2015,July,30,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,1,Canceled,6/9/2015
Resort Hotel,1,41,2015,July,30,22,1,4,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,178.4,0,0,Canceled,6/29/2015
Resort Hotel,0,16,2015,July,30,23,0,0,2,2,0,BB,PRT,Online TA,TA/TO,C,I,0,No Deposit,242,Transient,0,0,0,Check-Out,7/23/2015
Resort Hotel,0,73,2015,July,30,23,0,0,2,0,0,BB,PRT,Online TA,TA/TO,D,I,1,No Deposit,240,Transient,0,0,1,Check-Out,7/23/2015
Resort Hotel,0,3,2015,July,30,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,D,E,0,No Deposit,240,Transient,154,1,1,Check-Out,7/24/2015
Resort Hotel,0,0,2015,July,30,23,0,1,2,0,0,BB,PRT,Direct,Direct,C,C,0,No Deposit,250,Transient,134,0,0,Check-Out,7/24/2015
Resort Hotel,1,55,2015,July,30,23,0,1,1,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,146,Transient,112,0,0,Canceled,6/5/2015
Resort Hotel,0,33,2015,July,30,23,0,3,2,0,0,HB,ESP,Online TA,TA/TO,E,E,1,No Deposit,240,Transient-Party,194,1,1,Check-Out,7/26/2015
Resort Hotel,1,19,2015,July,30,23,0,3,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,153,0,0,Canceled,7/7/2015
Resort Hotel,1,55,2015,July,30,23,0,3,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,0,Canceled,6/19/2015
Resort Hotel,0,33,2015,July,30,23,0,3,2,0,0,HB,ESP,Online TA,TA/TO,D,E,0,No Deposit,240,Transient,184,0,1,Check-Out,7/26/2015
Resort Hotel,1,19,2015,July,30,23,1,3,2,2,0,BB,PRT,Online TA,TA/TO,H,H,0,No Deposit,240,Transient,210,0,0,Canceled,7/6/2015
Resort Hotel,1,19,2015,July,30,23,1,3,2,0,0,BB,PRT,Direct,Direct,E,E,0,No Deposit,NULL,Transient,139,0,0,Canceled,7/7/2015
Resort Hotel,0,117,2015,July,30,23,2,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,D,F,0,No Deposit,241,Transient,101.46,1,0,Check-Out,7/28/2015
Resort Hotel,1,72,2015,July,30,23,2,4,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,240,Transient,145,0,0,Canceled,7/4/2015
Resort Hotel,1,19,2015,July,30,23,1,3,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,173,0,0,Canceled,7/6/2015
Resort Hotel,0,34,2015,July,30,23,2,6,3,0,0,HB,ROU,Offline TA/TO,TA/TO,D,D,1,No Deposit,171,Transient,217.05,1,1,Check-Out,7/31/2015
Resort Hotel,0,9,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,E,E,0,No Deposit,240,Transient-Party,164,0,2,Check-Out,7/26/2015
Resort Hotel,0,8,2015,July,30,24,0,2,2,0,0,BB,BRA,Online TA,TA/TO,D,F,0,No Deposit,240,Transient-Party,173,0,2,Check-Out,7/26/2015
Resort Hotel,1,36,2015,July,30,24,0,1,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,NULL,Transient,112.5,0,0,Canceled,7/22/2015
Resort Hotel,0,22,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,240,Transient-Party,153,0,2,Check-Out,7/26/2015
Resort Hotel,0,22,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,D,D,0,No Deposit,240,Transient-Party,173,0,2,Check-Out,7/26/2015
Resort Hotel,0,22,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,240,Transient-Party,153,0,2,Check-Out,7/26/2015
Resort Hotel,0,36,2015,July,30,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,240,Transient,134,0,0,Check-Out,7/26/2015
Resort Hotel,0,22,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,240,Transient-Party,153,0,2,Check-Out,7/26/2015
Resort Hotel,1,22,2015,July,30,24,0,2,2,2,0,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,240,Transient,233,0,2,Canceled,7/14/2015
Resort Hotel,0,18,2015,July,30,24,0,2,2,0,0,BB,ESP,Direct,Direct,D,G,0,No Deposit,250,Transient,154,0,0,Check-Out,7/26/2015
Resort Hotel,0,8,2015,July,30,24,0,2,2,0,0,BB,BRA,Online TA,TA/TO,D,F,0,No Deposit,240,Transient-Party,173,0,2,Check-Out,7/26/2015
Resort Hotel,1,67,2015,July,30,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,1,Canceled,7/6/2015
Resort Hotel,1,105,2015,July,30,24,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,6,Transient,132.5,0,0,Canceled,7/1/2015
Resort Hotel,0,1,2015,July,30,24,1,2,3,0,0,BB,RUS,Online TA,TA/TO,H,H,2,No Deposit,240,Transient,222.67,0,0,Check-Out,7/27/2015
Resort Hotel,1,67,2015,July,30,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,240,Transient,135,0,1,Canceled,7/6/2015
Resort Hotel,0,39,2015,July,30,24,0,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,134,Transient,107,0,0,Check-Out,7/26/2015
Resort Hotel,1,45,2015,July,30,24,1,2,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,240,Transient,127,0,0,Canceled,6/17/2015
